LongName,Wage_euro,OVA
Lucas Luciano Mantela Patrício,18000,77
Timothy Castagne,62000,77
Roberto Pereyra,20000,77
Layvin Kurzawa,61000,77
Isaac Hayden,35000,77
Harry Wilson,66000,77
Owen Wijndal,8000,77
Mario Pašalić,47000,77
Luigi Sepe,26000,77
Robert Snodgrass,40000,77
Franck Yannick Kessié,33000,77
Mason Holgate,56000,77
Hassane Kamara,32000,77
Federico Fernández,37000,77
Nadiem Amiri,48000,77
Wenderson Nascimento Galeno,15000,77
Wayne Rooney,31000,77
Hee Chan Hwang,45000,77
Mehdi Taremi,16000,77
Manuel H. Tavares Fernandes,17000,77
Thomas Foket,24000,77
Claudio Nuno Coíntra Calegari,25000,77
Luis Montes,26000,77
Kevin Vogt,33000,77
Hendrik Van Crombrugge,18000,77
Danilo D'Ambrosio,73000,77
Mario Lemina,52000,77
Rafał Gikiewicz,21000,77
Adam Marušić,52000,77
Sidney Adrián Pessoa Vidigal,27000,77
Oliver Norwood,38000,77
Aridane Hernández Umpiérrez,29000,77
Iván Cuéllar Sacristán,7000,77
Sebastian Rudy,29000,77
Arthur Masuaku,37000,77
Sergi Enrich Ametller,31000,77
Salomón Rondón,21000,77
Ricardo Centurión,21000,77
Francisco Reis Ferreira,11000,77
Takumi Minamino,79000,77
Julio Buffarini,17000,77
Gautier Larsonneur,13000,77
Johnathan Aparecido Silva,19000,77
Ralf Fährmann,21000,77
Neal Maupay,52000,77
Antonio José Rodríguez Díaz,28000,77
Luiz Felipe Ramos Marchi,41000,77
Daley Sinkgraven,43000,77
Jordan Ayew,59000,77
Jonas Omlin,24000,77
Henry Onyekuru,41000,77
Emil Audero,13000,77
Stevan Jovetić,51000,77
Angelo Ogbonna,37000,77
Vladimír Darida,45000,77
Mikel San José Domínguez,20000,77
Gabriel Arias,15000,77
Marco Silvestri,22000,77
Ashley Barnes,57000,77
Simone Verdi,46000,77
Fransérgio Rodrigues Barbosa,17000,77
Sebastian Rode,27000,77
Divock Origi,79000,77
Ozan Kabak,19000,77
Kevin Strootman,34000,77
Matt Ritchie,40000,77
Timo Horn,21000,77
Rúben Miguel Nunes Vezo,23000,77
Pedro Henrique Pereira da Silva,11000,77
Patrick van Aanholt,50000,77
Joshua King,19000,77
Enzo Leandro Chissano Baia,36000,77
Rubén Duarte Sánchez,20000,77
Noussair Mazraoui,14000,77
Damien Da Silva,40000,77
Bartolomeu Quissanga,50000,77
Nikola Kalinić,31000,77
Davidson da Luz Pereira,18000,77
Kalvin Phillips,68000,77
Roberto Soriano,34000,77
Adam Lallana,55000,77
Martín Montoya Torralbo,23000,77
Germán Sánchez Barahona,25000,77
Leonardo Bittencourt,29000,77
Régis Gurtner,6000,77
Cláudio Pires de Morais Ramos,11000,77
Franco Vázquez,27000,77
Shane Duffy,52000,77
Odion Ighalo,21000,77
Bruno da Silva Peres,21000,77
Matheus Leite Nascimento,9000,77
Ellyes Skhiri,25000,77
Islam Slimani,77000,77
Dejan Kulusevski,54000,77
Andreas Samaris,13000,77
Camilo Vargas,12000,77
Roberto Rosales,14000,77
Jóhann Berg Guðmundsson,54000,77
Marcus Edwards,10000,77
Florian Lejeune,38000,77
Miguel Luís Pinto Veloso,28000,77
Daniele Baselli,44000,77
Jonathan dos Santos,10000,77
Paulo Gazzaniga,59000,77
Antonio Villa Suárez,21000,77
Georgiy Dzhikiya,48000,77
Mathías Olivera,22000,77
Fábio Santos Martins,16000,77
Thiago Henrique Mendes Ribeiro,59000,77
Mason Greenwood,33000,77
Jarrod Bowen,35000,77
Jannik Vestergaard,48000,77
Roger Martí Salvador,28000,77
Yimmi Chará,10000,77
Gary Cahill,48000,77
Andros Townsend,54000,77
Ryan Babel,65000,77
Stefan Ristovski,14000,77
Alex McCarthy,39000,77
Alan Douglas Borges de Carvalho,27000,77
Omar Al Soma,42000,77
Óliver Torres Muñoz,26000,77
Fabian Delph,65000,77
Lucas Olaza,16000,77
Rodrigo Javier De Paul,19000,77
Jesse Lingard,95000,77
Iñigo Córdoba Kerejeta,23000,77
Gonçalo Mendes Paciência,30000,77
Joël Veltman,52000,77
Emiliano Buendía,12000,77
Oussama Idrissi,26000,77
Sebastián Blanco,10000,77
Exequiel Palacios,40000,77
Andrea Conti,34000,77
Sergio Rico González,49000,77
Federico Fazio,21000,77
Carlos Bacca,34000,77
Lars Unnerstall,15000,77
Samuel Chukwueze,23000,77
Rubén Alcaraz Jiménez,23000,77
Juraj Kucka,33000,77
Mert Günok,28000,77
Jonathan David,29000,77
Faitout Maouassa,29000,77
Sergi Gómez Solà,26000,77
Diego Laxalt,38000,77
Sergi Darder Moll,11000,77
Alex Iwobi,62000,77
George Baldock,33000,77
Wylan Cyprien,34000,77
Adel Taarabt,15000,77
Yunis Abdelhamid,25000,77
Sofyan Amrabat,43000,77
Moses Simon,24000,77
Alexandre Moreno Lopera,22000,77
Bruno Viana Willemen Da Silva,14000,77
Rafael Pereira da Silva,36000,77
Ruud Vormer,26000,77
Nicolae Stanciu,1000,77
Jonjo Shelvey,42000,77
Raúl Ruidíaz,11000,77
Jonathan Schmid,24000,77
Shoya Nakajima,14000,77
Jadson José Meireles Correia,29000,77
Max-Alain Gradel,22000,77
Amine Harit,25000,77
Jeison Murillo,20000,77
Denis Bouanga,31000,77
Bruno Petković,1000,77
Jonas Hofmann,36000,77
Krépin Diatta,22000,77
Adrien Thomasson,30000,77
Julian Baumgartlinger,50000,77
Cheikhou Kouyaté,48000,77
Enrique García Martínez,31000,77
Daniel James,81000,77
Ishak Belfodil,39000,77
Nikola Maksimović,53000,77
Vitorino Hilton da Silva,20000,77
Konstantinos Fortounis,2000,77
Alejandro Berenguer Remiro,23000,77
Jetro Willems,26000,77
Mohamed Ihattaren,7000,77
Jérémie Boga,29000,77
Aaron Cresswell,37000,77
Javier Hernández,11000,77
Rubén Rochina Naixes,26000,77
Thilo Kehrer,52000,77
Unai López Cabrera,21000,77
Bouna Sarr,60000,77
Wagner Mauro Laranjo Coelho,25000,77
Simone Zaza,48000,77
Víctor Ruiz Torre,22000,77
Elías Hernández,58000,77
Andeson Jaime Trigo Gonçalves,23000,77
Rune Almenning Jarstein,21000,77
Mariano Díaz Mejía,125000,77
Kenny Tete,68000,77
Sandro Tonali,25000,77
André-Franck Zambo Anguissa,76000,77
Borja Valero Iglesias,36000,77
Xavier Chavalerin,26000,77
Aleksandar Mitrović,90000,77
Lucas Biglia,15000,77
Jan Bednarek,41000,77
Roque Mesa Quevedo,22000,77
Jonathan Orozco,17000,77
Marc Roca Junqué,49000,77
Wendell Nascimento Borges,50000,77
Jack Cork,48000,77
Zeki Çelik,27000,77
Jefferson Lerma,14000,77
José Pedro Fuenzalida,12000,77
Alexander Sørloth,45000,77
Davy Klaassen,17000,77
Pedro Filipe Teodósio Mendes,31000,77
Victor Martin Maia Padilha,12000,77
Jovane Eduardo Borges Cabral,14000,77
Oier Sanjurjo Maté,29000,77
Jamaal Lascelles,37000,77
Emiliano Rigoni,22000,77
Okay Yokuşlu,22000,77
Nicolás De la Cruz,16000,77
Roberto Torres Morales,31000,77
Ángel Montoro Sánchez,25000,77
Lucas Alario,59000,77
Iago Falqué Silva,46000,77
Benjamin Stambouli,27000,77
Pedro António Pereira Gonçalves,13000,77
Nahitan Nández,29000,77
Giovanni Moreno,21000,77
Matija Nastasić,26000,77
Leandro Cabrera,10000,77
Sergio Guardiola Navarro,24000,77
Andriy Yarmolenko,40000,77
Ashley Young,79000,77
Marcos Senesi,12000,77
Otávio Henrique Passos Santos,30000,77
Moisés Gómez Bordonado,31000,77
Alberto Moreno Pérez,29000,77
Denis Cheryshev,35000,77
Silvio Romero,22000,77
Gary Medel,30000,77
Uğurcan Çakır,20000,77
Alexander Djiku,26000,77
Gonzalo Escalante,48000,77
Clinton Mukoni Mata Pedro Lourenço,24000,77
Reece James,49000,77
Benjamin Hübner,31000,77
John Fleck,38000,77
Charlie Taylor,48000,77
Dodi Lukébakio,37000,77
Diego Rico Salguero,15000,77
Aleix Vidal Parreu,27000,77
Claudio Bravo,12000,77
Jonas Hector,26000,77
Chris Basham,33000,77
Romain Alessandrini,18000,77
Issa Diop,31000,77
Mattéo Guendouzi,46000,77
Ridgeciano Haps,14000,77
Rafael Tolói,47000,77
Rodrigo Éder Vuarte Ruiz,36000,77
Saïd Benrahma,43000,77
Dedryck Boyata,41000,77
Daniel Caligiuri,29000,77
Javier Pastore,23000,77
Danilo Manuel Vieira Espíndola,26000,77
José Luís Mendes Andrade,53000,77
David López Silva,9000,76
Matt Targett,40000,76
Marin Pongračić,31000,76
Ryan Fredericks,34000,76
Alfreð Finnbogason,29000,76
Konstantinos Tsimikas,55000,76
Tobias Strobl,25000,76
Marko Livaja,1000,76
Nils Petersen,27000,76
Ollie Watkins,49000,76
Robin Knoche,28000,76
Frank Acheampong,18000,76
Amin Younes,52000,76
Sergio Herrera Pirón,22000,76
Seko Fofana,36000,76
Marco Sportiello,36000,76
Wahbi Khazri,34000,76
Christian Kabasele,18000,76
Emmanuel Boateng,17000,76
Borja Mayoral Moya,20000,76
Derlis González,1000,76
Jonjoe Kenny,52000,76
Dyego Wilverson Ferreira Sousa,18000,76
Pedro Mba Obiang Avomo,29000,76
Niclas Füllkrug,29000,76
Caner Erkin,51000,76
Rodolfo Pizarro,9000,76
Loïc Rémy,17000,76
Vadis Odjidja-Ofoe,23000,76
Joel Ward,44000,76
Zack Steffen,64000,76
Luis Milla Manzanares,22000,76
Anselmo de Moraes,23000,76
Daichi Kamada,23000,76
Gustavo Bou,10000,76
Javier Manquillo Gaitán,34000,76
Álvaro Negredo Sánchez,31000,76
Roberto Soldado Rillo,21000,76
Leonardo Fernández,31000,76
Jay Rodriguez,53000,76
Matheus Fellipe Costa Pereira,61000,76
Kunde Malong,21000,76
Maximilian Mittelstädt,31000,76
Simão Alvin Acunha Bardini,33000,76
David Jason Remeseiro Salgueiro,30000,76
Lúcio Anselmo Corteijo Salazar,15000,76
Erik Sviatchenko,26000,76
David García Zubiria,27000,76
Guido Pizarro,39000,76
Robin Quaison,29000,76
Wilson Bruno Naval Costa Eduardo,1000,76
Matteo Darmian,28000,76
Brian Lozano,26000,76
Federico Di Francesco,36000,76
Ghislain Konan,20000,76
Diego Castro Giménez,8000,76
Yassine Bounou,20000,76
Martin Braithwaite,125000,76
Eljero Elia,18000,76
Lisandro López,16000,76
Habib Diallo,29000,76
Giovanni Di Lorenzo,47000,76
Victor Wanyama,9000,76
Giorgi Makaridze,8000,76
Tim Leibold,14000,76
Davide Calabria,27000,76
Javier Pinola,11000,76
Carlos Neva Tey,20000,76
Garry Mendes Rodrigues,38000,76
David Brooks,13000,76
Berat Djimsiti,42000,76
Justin Bijlow,9000,76
Gabriel Jairo Aníbal Rangel,14000,76
Jeroen Zoet,17000,76
Diego López Rodríguez,5000,76
Jorge Djaniny Tavares Semedo,34000,76
Marc Albrighton,66000,76
Etrit Berisha,25000,76
Aurélio Gabriel Ulineia Buta,17000,76
Ludovic Ajorque,30000,76
Florentino Morris Luís,9000,76
Adilson Patrick Edrada Pereira,27000,76
Admir Mehmedi,45000,76
Carlos Clerc Martínez,22000,76
Bertrand Traoré,49000,76
Anssumane Fati,24000,76
José Diogo Dalot Teixeira,57000,76
Gaël Kakuta,8000,76
Soualiho Meïté,39000,76
Eugenio Mena,17000,76
Jorge Marco de Oliveira Moraes,34000,76
Merih Demiral,48000,76
Nicolás Gaitán,15000,76
Florian Müller,16000,76
Ryan Donk,51000,76
Jean-Paul Boëtius,27000,76
Gökhan Gönül,37000,76
Rasmus Falk,22000,76
Ciaran Clark,34000,76
Robert Kenedy Nunes do Nascimento,61000,76
Alan Dzagoev,40000,76
Andrea Poli,28000,76
Atiba Hutchinson,37000,76
Mauro Zárate,19000,76
Amir Rrahmani,47000,76
Fernando Marçal de Oliveira,60000,76
Maxime Gonalons,23000,76
James McCarthy,46000,76
Silvan Widmer,16000,76
Leonardo Sigali,17000,76
Santiago García,13000,76
Carlos Fernández Luna,24000,76
Rubens Sambueza,16000,76
Gaëtan Laborde,33000,76
Lucas Martínez Quarta,36000,76
Gonzalo Martínez,36000,76
Leandro Chichizola,20000,76
Davy Pröpper,53000,76
İrfan Can Kahveci,30000,76
Diego Javier Llorente Ríos,74000,76
Maximilian Eggestein,23000,76
Raúl Michel Melo da Silva,14000,76
William de Asevedo Furtado,35000,76
Yeimar Gómez Andrade,9000,76
Miralem Sulejmani,23000,76
Omar Elabdellaoui,53000,76
Luis Mejía,1000,76
Andraž Šporar,15000,76
Makoto Hasebe,18000,76
José Luis Palomino,42000,76
Marcelo Antônio Guedes Filho,48000,76
Simon Deli,24000,76
Flavien Tait,41000,76
Joel Robles Blázquez,17000,76
Lucas Andersen,17000,76
Troy Deeney,21000,76
Gregoire Defrel,35000,76
Romain Thomas,21000,76
Fedor Smolov,47000,76
Erick Pulgar,42000,76
Mark Uth,28000,76
Aderllan de Jesus Santos,11000,76
Nicola Sansone,32000,76
Jesús Vallejo Lázaro,86000,76
Tom Cairney,85000,76
Jean Michaël Seri,85000,76
Ermin Bičakčić,29000,76
Guido Rodríguez,20000,76
Alexandre Oukidja,15000,76
Manuel Agudo Durán,25000,76
Andrea Petagna,54000,76
Tyler Adams,29000,76
Alan Kardec de Sousa Pereira Jr,14000,76
José Luis Sanmartín Mato,26000,76
Giovanni Simeone,29000,76
Per Ciljan Skjelbred,8000,76
Zlatko Junuzović,27000,76
Lucas Tousart,31000,76
Dante Bonfim Costa Santos,21000,76
Diadie Samassékou,25000,76
Anton Miranchuk,38000,76
Mauricio Pereyra,9000,76
Erick Sebastião Laforte Medeiros,22000,76
Callum McGregor,49000,76
Frédéric Guilbert,44000,76
Matías Zaracho,17000,76
Ömer Toprak,25000,76
Jean-Philippe Mateta,26000,76
Fabian Klos,27000,76
Teemu Pukki,14000,76
Rubén Blanco Veiga,14000,76
Francisco Femenía Far,18000,76
Sean Klaiber,14000,76
Shin Wook Kim,19000,76
Xaver Schlager,35000,76
Carles Gil Pareja,9000,76
Martin Terrier,39000,76
Roberto Alvarado,40000,76
Nicolò Zaniolo,16000,76
Robin Koch,64000,76
Jeremain Lens,56000,76
Gianluca Mancini,17000,76
Agustín Rossi,11000,76
Emmanuel Dennis,24000,76
José Carlos Gonçalves Rodrigues,22000,76
Fred Marcos Aníbal Dias,13000,76
Aritz Elustondo,24000,76
Uílson de Souza Paula Júnior,32000,76
Fraser Forster,36000,76
Marius Wolf,45000,76
Karl-Johan Johnsson,16000,76
Cédric Ricardo Alves Soares,63000,76
Darko Lazović,27000,76
Amath Ndiaye,23000,76
Luca Waldschmidt,13000,76
Eduardo Camavinga,6000,76
Maximilian Philipp,44000,76
Mohammed Salisu,32000,76
Ante Budimir,12000,76
Will Hughes,18000,76
Óscar Murillo,17000,76
Pierre Tomás Torres De Faria,13000,76
James Forrest,51000,76
André Ayew,29000,76
Ibrahim Amadou,23000,76
Max Meyer,42000,76
Joakim Mæhle,13000,76
Milan Badelj,16000,76
John Lundstram,34000,76
Jordan Lukaku,47000,76
Matías Kranevitter,36000,76
Alaixys Romao,7000,76
Fabricio Bustos,15000,76
Joris Gnagnon,20000,76
Óscar Romero,21000,76
Adama Soumaoro,31000,76
Hernâni Jorge Santos Fortes,25000,76
Darko Brašanac,31000,76
Daniel Ginczek,45000,76
Ludovic Blas,22000,76
John McGinn,49000,76
Sebastian Andersson,30000,76
Wesley Moraes Ferreira da Silva,49000,76
Ludwig Augustinsson,25000,76
Lucas Tolentino Coelho de Lima,46000,76
Boubakary Soumaré,21000,76
Orestis Karnezis,24000,76
Gabriel Vasconcelos F.,26000,76
Nelson Arturo Reis Lopes,11000,76
Niklas Stark,35000,76
Yvon Mvogo,32000,76
Francisco L. Lima Silva Machado,12000,76
Damien Le Tallec,28000,76
David Abraham,25000,76
Daniel Filipe Martins Carriço,12000,76
Ryad Boudebouz,30000,76
Alexandr Selikhov,36000,76
Dennis Praet,66000,76
Benjamin Henrichs,34000,76
Mahmoud Dahoud,41000,76
Ignacio Vidal Miralles,26000,76
Matheus Reis de Lima,10000,76
Francisco Mérida Pérez,9000,76
Tomás Pina Isla,24000,76
Martín Cáceres,42000,76
Vedat Muriqi,53000,76
Joachim Andersen,41000,76
Luis Quiñones,44000,76
Theodor Gebre Selassie,25000,76
Yusuf Yazıcı,28000,76
Nicolás Evandro Filheiro Stein,30000,76
Luiz Araújo,28000,76
Adrián San Miguel Castillo,52000,76
Gonzalo Castro,1000,76
Josef de Souza Dias,51000,76
Stuart Armstrong,51000,76
Silas Enaldo Barros de Almeida,14000,76
Pascal Groß,53000,76
Marvin Plattenhardt,38000,76
John Brooks,37000,76
Patson Daka,22000,76
Zinedine Ferhat,23000,76
Santiago Ascacíbar,31000,76
Fikayo Tomori,55000,76
Frederik Rønnow,20000,76
Óscar Opazo,9000,76
Youssouf Koné,41000,76
Nuno Miguel Gomes dos Santos,14000,76
Kevin Stöger,27000,76
Yoann Court,10000,76
Adrien S. Perruchet Silva,20000,76
Gustavo Cuéllar,33000,76
Alfred Gomis,30000,76
Paulo André Rodrigues Oliveira,25000,76
Petr Ševčík,1000,76
Ainsley Maitland-Niles,52000,76
Nery Domínguez,17000,76
Jesús Gallardo,37000,76
Mamadou Sakho,44000,76
James Tomkins,44000,76
Brandon Mechele,22000,76
Leroy Fer,13000,76
Mbwana Ally Samatta,55000,76
Óscar Plano Pedreño,21000,76
Jorge Miramón,21000,76
Theo Walcott,66000,76
Christian Luyindama,51000,76
Mohamed Elneny,60000,76
Romain Hamouma,30000,76
Rômulo Borges Monteiro,10000,76
Łukasz Skorupski,24000,76
Lucas Zelarayán,10000,76
Antonio García Aranda,21000,76
Cristiano Piccini,29000,76
Josip Brekalo,35000,76
Jeffrey Gouweleeuw,26000,76
Miguel Borja,6000,76
Andrei Girotto,24000,76
Eduardo Expósito Jaén,23000,76
Keita Baldé,46000,76
Santiago Mina Lorenzo,22000,76
Morgan Schneiderlin,30000,76
Mitchell Weiser,47000,76
Luis Sinisterra,12000,75
Kieran Gibbs,61000,75
Juan Miguel Jiménez López,22000,75
Wataru Endo,21000,75
Fábio José Ferreira Pacheco,13000,75
Jorge Hernández,16000,75
Adam Maher,16000,75
Uroš Račić,26000,75
Tom Cleverley,18000,75
Jeff Hendrick,37000,75
Gastón Silva,20000,75
Mahmoud Hassan,51000,75
Abdoulaye Touré,22000,75
Alfredo Morelos,44000,75
Pascoal Simão Muscato Vieira,24000,75
Habib Maïga,15000,75
Mikel Vesga Arruti,22000,75
Shon Weissman,18000,75
Rani Khedira,23000,75
Marcos Rojo,76000,75
Marko Rog,25000,75
Obafemi Martins,10000,75
Marvelous Nakamba,44000,75
Jorge Sánchez,27000,75
Yannick Gerhardt,38000,75
Eric Maxim Choupo-Moting,60000,75
Augusto Fernández,27000,75
Jorrit Hendrix,15000,75
Eberechi Eze,40000,75
Ramón Azeez,22000,75
Fayçal Fajr,18000,75
Pape Abou Cissé,1000,75
Jonathan Silva,12000,75
Anders Christiansen,9000,75
Lasse Schøne,17000,75
Lovre Kalinić,36000,75
Sergio Postigo Redondo,20000,75
Hugo González,29000,75
Marcus Coco,21000,75
Jens Stryger Larsen,18000,75
Wayne Hennessey,34000,75
Luciano Aued,13000,75
Duirval Hélton Diniz Cabral,12000,75
Alessandro Bastoni,46000,75
Manolo Gabbiadini,21000,75
Martín Merquelanz,26000,75
Pedro Nuno Fernandes Ferreira,15000,75
Mark Flekken,17000,75
Leonardo Pavoletti,32000,75
Tamás Kádár,17000,75
Julio Furch,27000,75
Bořek Dočkal,1000,75
Ben White,38000,75
Lucas Robertone,9000,75
Pablo Renan dos Santos,14000,75
Solly March,46000,75
Graziano Pellè,20000,75
Murilo Kauê Cadete Teixeira,28000,75
Elias Thiago Petri Taffarel,29000,75
Jorge Andújar Moreno,20000,75
Lewis Cook,13000,75
Dimitri Liénard,27000,75
Oğuzhan Özyakup,53000,75
Nemanja Radoja,22000,75
Robert Berić,10000,75
Albin Ekdal,19000,75
Kaíqundo Calado Dimas,26000,75
Yony González,12000,75
Edson Álvarez,12000,75
Christophe Hérelle,17000,75
Kelvin Amian,6000,75
Moussa Niakhaté,20000,75
Paul Dummett,34000,75
André Filipe Luz Horta,12000,75
Andreas Hugo Hoelgebaum Pereira,72000,75
Gregor Kobel,14000,75
Vedad Ibišević,21000,75
Dmitriy Barinov,33000,75
Osmar Ibañez Barba,11000,75
Rui Filipe Caetano Moura,12000,75
Nuri Şahin,16000,75
Oscar Wendt,30000,75
Davide Santon,19000,75
Luke Ayling,74000,75
Enzo Crivelli,35000,75
Orkun Kökçü,8000,75
Juan Angulo,3000,75
Ivan Ricardo Cavaleiro,84000,75
Enaldo Diogo Barbosa Prazeres,18000,75
Philip Billing,13000,75
Khama Billiat,1000,75
Nicolas De Préville,33000,75
Stiven Mendoza,8000,75
Jorge Pulido Mayoral,21000,75
Lucas Castro,32000,75
Gastón Pereiro,28000,75
Ismaël Traoré,20000,75
Dimitrios Siovas,20000,75
Matt Phillips,70000,75
Aarón Martín Caricol,20000,75
Nikola Milenković,34000,75
Guillermo Maripán,38000,75
Johan Mojica,10000,75
Bruno Vinícius Souza Ramos,12000,75
Cristian Álvarez,8000,75
Christoph Baumgartner,23000,75
Valon Behrami,11000,75
Robin Le Normand,20000,75
Wilson Miguéis Manafá Jancó,11000,75
Alam Cristian Lindeiro Couto,11000,75
Édson Puch,14000,75
Yuto Nagatomo,30000,75
Matías Dituro,10000,75
Eduardo Vargas,41000,75
Roman Yaremchuk,21000,75
Niklas Moisander,23000,75
Pablo Marí Villar,58000,75
Lukáš Masopust,1000,75
Francisco José Olivas Alba,18000,75
Nicolás Vikonis,5000,75
Diego Chará,8000,75
Jailson Michel Caeiro Meireles,21000,75
Conor Hourihane,51000,75
Tony Jantschke,30000,75
Rouwen Hennings,28000,75
Jesús Dueñas,37000,75
Alessandro Diamanti,3000,75
Anwar El Ghazi,51000,75
Mohamed Elyounoussi,44000,75
Daniel Muñoz,13000,75
Mattia Zaccagni,26000,75
Francesc Fàbregas i Soler,42000,75
Constantin Budescu,12000,75
Michael Rangel,5000,75
Yūya Ōsako,28000,75
Tomás Rincón,38000,75
Dídac Vilà Roselló,9000,75
Olívio Da Rosa,15000,75
Estevão Danilo Candeira Inácio,26000,75
